concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,concept_code,table_name,record_count,patient_count,patient_coverage_pct,units
36850940,LEVOMETIOMEPRAZINE,Drug,RxNorm Extension,Ingredient,OMOP5168557,drug_exposure,274,43,0.065752251632337874,
36854608,LOPIRAZEPAM,Drug,RxNorm Extension,Ingredient,OMOP5172225,drug_exposure,6,1,0.0015291221309846018,
36850450,MEDOSULEPINE,Drug,RxNorm Extension,Ingredient,OMOP5168067,drug_exposure,7,1,0.0015291221309846018,
36854851,METAMIZOLE,Drug,RxNorm Extension,Ingredient,OMOP5172468,drug_exposure,136628,11752,17.97024328333104,
36863154,METAZOCINE,Drug,RxNorm Extension,Ingredient,OMOP5180771,drug_exposure,4,1,0.0015291221309846018,
35741950,Macrogol cetostearyl ether 22,Drug,RxNorm Extension,Ingredient,OMOP2800098,drug_exposure,56854,4329,6.6195697050323412,
36878782,Multivitamin preparation,Drug,RxNorm Extension,Ingredient,OMOP994671,drug_exposure,45722,5783,8.8429132834839521,
2000000595,Multivitamine Pro haemo,Drug,AmsterdamUMCdb,Observable Entity,2000000595,drug_exposure,14,2,0.0030582442619692036,
44816298,Mycobacterium tuberculosis,Drug,RxNorm,Ingredient,1492936,drug_exposure,3,3,0.0045873663929538056,
37493805,Nicomorphine,Drug,RxNorm Extension,Ingredient,OMOP4873905,drug_exposure,2,2,0.0030582442619692036,
36848804,PRITELIVIR,Drug,RxNorm Extension,Ingredient,OMOP5166420,drug_exposure,31,1,0.0015291221309846018,
36861098,PYRIDOXINE PHOSPHATE,Drug,RxNorm Extension,Ingredient,OMOP5178715,drug_exposure,22,3,0.0045873663929538056,
19132965,Plantago seed,Drug,RxNorm,Ingredient,82088,drug_exposure,2569,302,0.46179488355734971,
35894860,Psyllium husks,Drug,RxNorm Extension,Ingredient,OMOP5042941,drug_exposure,3,1,0.0015291221309846018,
535714,Rho(D) immune globulin,Drug,RxNorm,Ingredient,35465,drug_exposure,5,4,0.0061164885239384072,
36879144,Rupatadine,Drug,RxNorm Extension,Ingredient,OMOP994954,drug_exposure,17,1,0.0015291221309846018,
36855381,SENNOSIDES A AND B ACIDS,Drug,RxNorm Extension,Ingredient,OMOP5172998,drug_exposure,5,1,0.0015291221309846018,
36859517,SUXETHONIUM,Drug,RxNorm Extension,Ingredient,OMOP5177134,drug_exposure,6,4,0.0061164885239384072,
37493801,Sodium 1-glycerophosphate,Drug,RxNorm Extension,Ingredient,OMOP4873901,drug_exposure,9523,2075,3.1729284217930487,
36879243,Sodium hydroxybutyrate,Drug,RxNorm Extension,Ingredient,OMOP1001896,drug_exposure,1010,19,0.029053320488707433,
2000000592,Soluvit solution,Drug,AmsterdamUMCdb,Observable Entity,2000000592,drug_exposure,94,9,0.013762099178861415,
1360890,Spirulina,Drug,RxNorm,Ingredient,487252,drug_exposure,1,1,0.0015291221309846018,
36878620,Sulprostone,Drug,RxNorm Extension,Ingredient,OMOP1004275,drug_exposure,59,20,0.030582442619692035,
1736971,abacavir,Drug,RxNorm,Ingredient,190521,drug_exposure,193,15,0.022936831964769026,
36029673,abacavir / dolutegravir / lamivudine,Drug,RxNorm,Multiple Ingredients,1546887,drug_exposure,102,9,0.013762099178861415,
36030299,abacavir / lamivudine,Drug,RxNorm,Multiple Ingredients,614534,drug_exposure,139,10,0.015291221309846018,
1186087,abatacept,Drug,RxNorm,Ingredient,614391,drug_exposure,5,1,0.0015291221309846018,
19047423,abciximab,Drug,RxNorm,Ingredient,83929,drug_exposure,184,139,0.21254797620685964,
792649,abemaciclib,Drug,RxNorm,Ingredient,1946825,drug_exposure,4,1,0.0015291221309846018,
40239056,abiraterone,Drug,RxNorm,Ingredient,1100072,drug_exposure,44,3,0.0045873663929538056,
19043959,acamprosate,Drug,RxNorm,Ingredient,82819,drug_exposure,70,4,0.0061164885239384072,
1529331,acarbose,Drug,RxNorm,Ingredient,16681,drug_exposure,6,1,0.0015291221309846018,
19024063,acenocoumarol,Drug,RxNorm,Ingredient,154,drug_exposure,21640,4269,6.5278223771732646,
1125315,acetaminophen,Drug,RxNorm,Ingredient,161,drug_exposure,1123530,55587,84.99931189504106,
36030968,acetaminophen / codeine,Drug,RxNorm,Multiple Ingredients,817579,drug_exposure,769,80,0.12232977047876814,
36030125,acetaminophen / tramadol,Drug,RxNorm,Multiple Ingredients,352362,drug_exposure,9,4,0.0061164885239384072,
929435,acetazolamide,Drug,RxNorm,Ingredient,167,drug_exposure,12181,1900,2.9053320488707435,
929549,acetic acid,Drug,RxNorm,Ingredient,168,drug_exposure,467,38,0.058106640977414865,
19037624,acetylcholine,Drug,RxNorm,Ingredient,194,drug_exposure,10,2,0.0030582442619692036,
1139042,acetylcysteine,Drug,RxNorm,Ingredient,197,drug_exposure,102633,7601,11.622857317613958,
1718517,acetylsalicylsalicylic acid,Drug,RxNorm,Ingredient,1858285,drug_exposure,34679,8095,12.378243650320352,
19029644,acipimox,Drug,RxNorm,Ingredient,16817,drug_exposure,170,9,0.013762099178861415,
929638,acitretin,Drug,RxNorm,Ingredient,16818,drug_exposure,23,5,0.0076456106549230088,
42873639,aclidinium,Drug,RxNorm,Ingredient,1303098,drug_exposure,2,1,0.0015291221309846018,
779005,aclidinium / formoterol,Drug,RxNorm,Multiple Ingredients,2205093,drug_exposure,3,1,0.0015291221309846018,
1140123,acrivastine,Drug,RxNorm,Ingredient,19959,drug_exposure,10,1,0.0015291221309846018,
1701928,activated charcoal,Drug,RxNorm,Ingredient,272,drug_exposure,551,216,0.330290380292674,
1703687,acyclovir,Drug,RxNorm,Ingredient,281,drug_exposure,19659,1203,1.8395339235744759,
1119119,adalimumab,Drug,RxNorm,Ingredient,327361,drug_exposure,7,6,0.0091747327859076112,
1309204,adenosine,Drug,RxNorm,Ingredient,296,drug_exposure,544,320,0.48931908191507256,
19018407,adrenalone,Drug,RxNorm,Ingredient,17073,drug_exposure,526,205,0.31347003685184338,
40244266,aflibercept,Drug,RxNorm,Ingredient,1232150,drug_exposure,1,1,0.0015291221309846018,
19105879,ajmaline,Drug,RxNorm,Ingredient,423,drug_exposure,6,6,0.0091747327859076112,
1753745,albendazole,Drug,RxNorm,Ingredient,430,drug_exposure,21,2,0.0030582442619692036,
1344143,"albumin human, USP",Drug,RxNorm,Ingredient,828529,drug_exposure,145,25,0.038228053274615044,
1154343,albuterol,Drug,RxNorm,Ingredient,435,drug_exposure,16814,2259,3.4542868938942153,
2000000575,albuterol / acetylcysteine,Drug,AmsterdamUMCdb,Observable Entity,2000000575,drug_exposure,222487,13417,20.5162316314204,
36029881,albuterol / ipratropium,Drug,RxNorm,Multiple Ingredients,214199,drug_exposure,171871,8533,13.047999143691607,
2000000587,albuterol / salbutamol / / Ipratropium bromide / acetylcysteine,Drug,AmsterdamUMCdb,Observable Entity,2000000587,drug_exposure,61495,3464,5.29687906173066,
1312706,alemtuzumab,Drug,RxNorm,Ingredient,117055,drug_exposure,28,10,0.015291221309846018,
1557272,alendronate,Drug,RxNorm,Ingredient,46041,drug_exposure,1095,390,0.59635763108399464,
19014202,alfacalcidol,Drug,RxNorm,Ingredient,12062,drug_exposure,4322,601,0.91900240072174566,
19059528,alfentanil,Drug,RxNorm,Ingredient,480,drug_exposure,9,3,0.0045873663929538056,
930021,alfuzosin,Drug,RxNorm,Ingredient,17300,drug_exposure,1011,125,0.19114026637307521,
36028316,alginic acid / sodium bicarbonate,Drug,RxNorm,Multiple Ingredients,1008223,drug_exposure,5,3,0.0045873663929538056,
46275447,alirocumab,Drug,RxNorm,Ingredient,1659152,drug_exposure,8,5,0.0076456106549230088,
1317967,aliskiren,Drug,RxNorm,Ingredient,325646,drug_exposure,74,12,0.018349465571815222,
941052,alitretinoin,Drug,RxNorm,Ingredient,81864,drug_exposure,7,1,0.0015291221309846018,
36029616,allantoin / zinc oxide,Drug,RxNorm,Multiple Ingredients,1441178,drug_exposure,35,7,0.010703854916892212,
1167322,allopurinol,Drug,RxNorm,Ingredient,519,drug_exposure,3935,711,1.0872058351300518,
781039,alprazolam,Drug,RxNorm,Ingredient,596,drug_exposure,11928,496,0.75844457696836243,
1347450,alteplase,Drug,RxNorm,Ingredient,8410,drug_exposure,578,246,0.376164044222212,
36029153,aluminum oxide / magnesium hydroxide,Drug,RxNorm,Multiple Ingredients,1009101,drug_exposure,4068,673,1.0290991941526371,
19087090,amantadine,Drug,RxNorm,Ingredient,620,drug_exposure,245,22,0.03364068688166124,
1337068,ambrisentan,Drug,RxNorm,Ingredient,358274,drug_exposure,26,5,0.0076456106549230088,
36878978,amidotrizoate lysine,Drug,RxNorm Extension,Ingredient,OMOP1002927,drug_exposure,1,1,0.0015291221309846018,
1355889,amifampridine,Drug,RxNorm,Ingredient,2106338,drug_exposure,286,6,0.0091747327859076112,
1790868,amikacin,Drug,RxNorm,Ingredient,641,drug_exposure,178,32,0.048931908191507258,
991382,amiloride,Drug,RxNorm,Ingredient,644,drug_exposure,22,4,0.0061164885239384072,
36029883,amiloride / hydrochlorothiazide,Drug,RxNorm,Multiple Ingredients,214212,drug_exposure,10,4,0.0061164885239384072,
904351,aminolevulinic acid,Drug,RxNorm,Ingredient,683,drug_exposure,7,7,0.010703854916892212,
1105775,aminophylline,Drug,RxNorm,Ingredient,689,drug_exposure,60,12,0.018349465571815222,
1309944,amiodarone,Drug,RxNorm,Ingredient,703,drug_exposure,51978,4650,7.1104179090783983,
19057607,amisulpride,Drug,RxNorm,Ingredient,46303,drug_exposure,221,5,0.0076456106549230088,
710062,amitriptyline,Drug,RxNorm,Ingredient,704,drug_exposure,6861,718,1.0979096900469441,
1332418,amlodipine,Drug,RxNorm,Ingredient,17767,drug_exposure,25310,5031,7.6930134409835311,
36031103,amlodipine / hydrochlorothiazide / valsartan,Drug,RxNorm,Multiple Ingredients,852897,drug_exposure,3,3,0.0045873663929538056,
36029071,amlodipine / olmesartan,Drug,RxNorm,Multiple Ingredients,1009015,drug_exposure,5,3,0.0045873663929538056,
36029221,amlodipine / perindopril,Drug,RxNorm,Multiple Ingredients,1033889,drug_exposure,2,1,0.0015291221309846018,
36030761,amlodipine / valsartan,Drug,RxNorm,Multiple Ingredients,729455,drug_exposure,1,1,0.0015291221309846018,
1713332,amoxicillin,Drug,RxNorm,Ingredient,723,drug_exposure,56821,3466,5.2999373059926294,
36029811,amoxicillin / clavulanate,Drug,RxNorm,Multiple Ingredients,19711,drug_exposure,44940,3245,4.9620013150450326,
1717240,amphotericin B,Drug,RxNorm,Ingredient,732,drug_exposure,5061,359,0.548954845023472,
19017810,amsacrine,Drug,RxNorm,Ingredient,739,drug_exposure,47,12,0.018349465571815222,
778785,amylase / lipase / protease,Drug,RxNorm,Multiple Ingredients,392491,drug_exposure,8374,315,0.48167347126014953,
1381253,anagrelide,Drug,RxNorm,Ingredient,596724,drug_exposure,14,2,0.0030582442619692036,
1114375,anakinra,Drug,RxNorm,Ingredient,72435,drug_exposure,244,14,0.021407709833784424,
1348265,anastrozole,Drug,RxNorm,Ingredient,84857,drug_exposure,136,27,0.041286297536584249,
19026450,anidulafungin,Drug,RxNorm,Ingredient,341018,drug_exposure,7142,955,1.4603116350902947,
1436169,antithrombin III,Drug,RxNorm,Ingredient,1009,drug_exposure,34,23,0.035169809012645839,
43013024,apixaban,Drug,RxNorm,Ingredient,1364430,drug_exposure,5075,523,0.79973087450494673,
837027,apomorphine,Drug,RxNorm,Ingredient,1043,drug_exposure,3,1,0.0015291221309846018,
919986,apraclonidine,Drug,RxNorm,Ingredient,14845,drug_exposure,178,13,0.019878587702799821,
44816294,apremilast,Drug,RxNorm,Ingredient,1492727,drug_exposure,39,1,0.0015291221309846018,
936748,aprepitant,Drug,RxNorm,Ingredient,358255,drug_exposure,214,84,0.12844625900270654,
1322207,argatroban,Drug,RxNorm,Ingredient,15202,drug_exposure,3145,107,0.16361606801535239,
19006410,arginine,Drug,RxNorm,Ingredient,1091,drug_exposure,8,2,0.0030582442619692036,
19006871,argipressin,Drug,RxNorm,Ingredient,1098,drug_exposure,1891,292,0.44650366224750371,
757688,aripiprazole,Drug,RxNorm,Ingredient,89013,drug_exposure,541,62,0.0948055721210453,
1333379,arsenic trioxide,Drug,RxNorm,Ingredient,18330,drug_exposure,9,1,0.0015291221309846018,
778783,artemether / lumefantrine,Drug,RxNorm,Multiple Ingredients,282448,drug_exposure,29,8,0.012232977047876814,
19018511,artesunate,Drug,RxNorm,Ingredient,18346,drug_exposure,28,8,0.012232977047876814,
36030108,articaine / epinephrine,Drug,RxNorm,Multiple Ingredients,284622,drug_exposure,114,98,0.14985396883649096,
19011773,ascorbic acid,Drug,RxNorm,Ingredient,1151,drug_exposure,13990,8510,13.01282933467896,
19012585,asparaginase,Drug,RxNorm,Ingredient,1156,drug_exposure,11,5,0.0076456106549230088,
1727223,atazanavir,Drug,RxNorm,Ingredient,343047,drug_exposure,58,7,0.010703854916892212,
1314002,atenolol,Drug,RxNorm,Ingredient,1202,drug_exposure,2600,616,0.94193923268651469,
36029651,atenolol / chlorthalidone,Drug,RxNorm,Multiple Ingredients,151195,drug_exposure,6,2,0.0030582442619692036,
1545958,atorvastatin,Drug,RxNorm,Ingredient,83367,drug_exposure,30829,5718,8.7435203449699532,
778918,atorvastatin / ezetimibe,Drug,RxNorm,Multiple Ingredients,1422085,drug_exposure,3,1,0.0015291221309846018,
19122136,atosiban,Drug,RxNorm,Ingredient,59639,drug_exposure,34,7,0.010703854916892212,
1781733,atovaquone,Drug,RxNorm,Ingredient,60212,drug_exposure,169,22,0.03364068688166124,
36030109,atovaquone / proguanil,Drug,RxNorm,Multiple Ingredients,284623,drug_exposure,8,2,0.0030582442619692036,
19014341,atracurium,Drug,RxNorm,Ingredient,1218,drug_exposure,2,2,0.0030582442619692036,
914335,atropine,Drug,RxNorm,Ingredient,1223,drug_exposure,1491,467,0.714100035169809,
36029713,avibactam / ceftazidime,Drug,RxNorm,Multiple Ingredients,1603839,drug_exposure,404,12,0.018349465571815222,
792844,axicabtagene ciloleucel,Drug,RxNorm,Ingredient,1987398,drug_exposure,11,11,0.01682034344083062,
19014878,azathioprine,Drug,RxNorm,Ingredient,1256,drug_exposure,1096,128,0.19572763276602903,
778911,azelastine / fluticasone,Drug,RxNorm,Multiple Ingredients,1291859,drug_exposure,61,7,0.010703854916892212,
1734104,azithromycin,Drug,RxNorm,Ingredient,18631,drug_exposure,690,183,0.27982934997018211,
1715117,aztreonam,Drug,RxNorm,Ingredient,1272,drug_exposure,11,3,0.0045873663929538056,
715233,baclofen,Drug,RxNorm,Ingredient,1292,drug_exposure,8550,336,0.51378503601082615,
1510627,baricitinib,Drug,RxNorm,Ingredient,2047232,drug_exposure,5,1,0.0015291221309846018,
19011331,barium sulfate,Drug,RxNorm,Ingredient,1331,drug_exposure,196,141,0.21560622046882885,
19038440,basiliximab,Drug,RxNorm,Ingredient,196102,drug_exposure,384,213,0.32570301389972017,
1115572,beclomethasone,Drug,RxNorm,Ingredient,1347,drug_exposure,826,78,0.11927152621679894,
40239665,belatacept,Drug,RxNorm,Ingredient,1112973,drug_exposure,12,7,0.010703854916892212,
19015523,bendamustine,Drug,RxNorm,Ingredient,134547,drug_exposure,10,6,0.0091747327859076112,
36030306,benserazide / levodopa,Drug,RxNorm,Multiple Ingredients,619749,drug_exposure,3117,58,0.088689083597106907,
19016754,benzbromarone,Drug,RxNorm,Ingredient,1385,drug_exposure,173,22,0.03364068688166124,
711452,benzoate,Drug,RxNorm,Ingredient,70589,drug_exposure,21,2,0.0030582442619692036,
36028785,benzocaine / oxyquinoline,Drug,RxNorm,Multiple Ingredients,1008711,drug_exposure,1,1,0.0015291221309846018,
19020124,betahistine,Drug,RxNorm,Ingredient,1511,drug_exposure,590,51,0.0779852286802147,
1520218,betaine,Drug,RxNorm,Ingredient,1512,drug_exposure,1,1,0.0015291221309846018,
920458,betamethasone,Drug,RxNorm,Ingredient,1514,drug_exposure,137,39,0.059635763108399471,
36030600,betamethasone / calcipotriene,Drug,RxNorm,Multiple Ingredients,690419,drug_exposure,23,5,0.0076456106549230088,
36027016,betamethasone / salicylic acid,Drug,RxNorm,Multiple Ingredients,1000711,drug_exposure,12,3,0.0045873663929538056,
1322081,betaxolol,Drug,RxNorm,Ingredient,1520,drug_exposure,189,12,0.018349465571815222,
1397141,bevacizumab,Drug,RxNorm,Ingredient,253337,drug_exposure,1,1,0.0015291221309846018,
19022956,bezafibrate,Drug,RxNorm,Ingredient,1525,drug_exposure,32,7,0.010703854916892212,
1344381,bicalutamide,Drug,RxNorm,Ingredient,83008,drug_exposure,89,16,0.024465954095753629,
778974,bictegravir / emtricitabine / tenofovir alafenamide,Drug,RxNorm,Multiple Ingredients,1996259,drug_exposure,240,23,0.035169809012645839,
904525,bimatoprost,Drug,RxNorm,Ingredient,283810,drug_exposure,346,29,0.044344541798553454,
21060563,bimatoprost / Timolol Ophthalmic Solution,Drug,RxNorm Extension,Clinical Drug Form,OMOP272237,drug_exposure,89,15,0.022936831964769026,
1559930,binimetinib,Drug,RxNorm,Ingredient,2049122,drug_exposure,27,4,0.0061164885239384072,
724908,biperiden,Drug,RxNorm,Ingredient,1589,drug_exposure,533,59,0.0902182057280915,
924939,bisacodyl,Drug,RxNorm,Ingredient,1596,drug_exposure,4604,1091,1.6682722449042005,
1338005,bisoprolol,Drug,RxNorm,Ingredient,19484,drug_exposure,3411,913,1.3960885055889414,
19084670,bivalirudin,Drug,RxNorm,Ingredient,60819,drug_exposure,52,50,0.076456106549230088,
1329241,bleomycin,Drug,RxNorm,Ingredient,1622,drug_exposure,11,5,0.0076456106549230088,
45892531,blinatumomab,Drug,RxNorm,Ingredient,1597258,drug_exposure,9,1,0.0015291221309846018,
1336825,bortezomib,Drug,RxNorm,Ingredient,358258,drug_exposure,7,3,0.0045873663929538056,
1321636,bosentan,Drug,RxNorm,Ingredient,75207,drug_exposure,245,35,0.053519274584461062,
729855,botulinum toxin type A,Drug,RxNorm,Ingredient,1712,drug_exposure,41,37,0.056577518846430266,
915542,brimonidine,Drug,RxNorm,Ingredient,134615,drug_exposure,717,64,0.097863816383014515,
778917,brimonidine / brinzolamide,Drug,RxNorm,Multiple Ingredients,1421450,drug_exposure,35,4,0.0061164885239384072,
36030258,brimonidine / timolol,Drug,RxNorm,Multiple Ingredients,597142,drug_exposure,13,2,0.0030582442619692036,
938044,brinzolamide,Drug,RxNorm,Ingredient,194881,drug_exposure,466,39,0.059635763108399471,
35604901,brivaracetam,Drug,RxNorm,Ingredient,1739745,drug_exposure,338,17,0.025995076226738231,
19030353,bromazepam,Drug,RxNorm,Ingredient,1749,drug_exposure,78,12,0.018349465571815222,
1139179,bromfenac,Drug,RxNorm,Ingredient,19737,drug_exposure,13,3,0.0045873663929538056,
19030493,bromhexine,Drug,RxNorm,Ingredient,1753,drug_exposure,124,10,0.015291221309846018,
730548,bromocriptine,Drug,RxNorm,Ingredient,1760,drug_exposure,137,11,0.01682034344083062,
19039227,bromperidol,Drug,RxNorm,Ingredient,19777,drug_exposure,44,5,0.0076456106549230088,
19039262,brotizolam,Drug,RxNorm,Ingredient,19790,drug_exposure,26,6,0.0091747327859076112,
939259,budesonide,Drug,RxNorm,Ingredient,19831,drug_exposure,4406,318,0.48626083765310335,
36030143,budesonide / formoterol,Drug,RxNorm,Multiple Ingredients,389132,drug_exposure,2236,254,0.38839702127008885,
779032,budesonide / formoterol / glycopyrronium,Drug,RxNorm,Multiple Ingredients,2387330,drug_exposure,411,41,0.062694007370368676,
932745,bumetanide,Drug,RxNorm,Ingredient,1808,drug_exposure,4972,771,1.1789531629891279,
732893,bupivacaine,Drug,RxNorm,Ingredient,1815,drug_exposure,17019,1125,1.7202623973576769,
36029293,bupivacaine / epinephrine,Drug,RxNorm,Multiple Ingredients,107606,drug_exposure,1,1,0.0015291221309846018,
1133201,buprenorphine,Drug,RxNorm,Ingredient,1819,drug_exposure,14912,1283,1.9618636940532441,
36030126,buprenorphine / naloxone,Drug,RxNorm,Multiple Ingredients,352364,drug_exposure,94,4,0.0061164885239384072,
750982,bupropion,Drug,RxNorm,Ingredient,42347,drug_exposure,67,14,0.021407709833784424,
733301,buspirone,Drug,RxNorm,Ingredient,1827,drug_exposure,688,181,0.27677110570821289,
1333357,busulfan,Drug,RxNorm,Ingredient,1828,drug_exposure,129,32,0.048931908191507258,
40234201,butylscopolamine,Drug,RxNorm,Ingredient,1085787,drug_exposure,2610,835,1.2768169793721424,
1558471,cabergoline,Drug,RxNorm,Ingredient,47579,drug_exposure,39,15,0.022936831964769026,
1134439,caffeine,Drug,RxNorm,Ingredient,1886,drug_exposure,4,2,0.0030582442619692036,
42900359,calcitonin,Drug,RxNorm,Ingredient,1311287,drug_exposure,70,9,0.013762099178861415,
19035631,calcitriol,Drug,RxNorm,Ingredient,1894,drug_exposure,166,11,0.01682034344083062,
951469,calcium acetate,Drug,RxNorm,Ingredient,214342,drug_exposure,15,2,0.0030582442619692036,
778779,calcium acetate / magnesium carbonate,Drug,RxNorm,Multiple Ingredients,214344,drug_exposure,268,26,0.039757175405599643,
19035704,calcium carbonate,Drug,RxNorm,Ingredient,1897,drug_exposure,5221,613,0.93735186629356082,
36030283,calcium carbonate / cholecalciferol,Drug,RxNorm,Multiple Ingredients,608343,drug_exposure,10506,1471,2.2493386546783491,
36029920,calcium carbonate / magnesium carbonate,Drug,RxNorm,Multiple Ingredients,214346,drug_exposure,1,1,0.0015291221309846018,
36030762,calcium carbonate / magnesium chloride,Drug,RxNorm,Multiple Ingredients,729490,drug_exposure,12,12,0.018349465571815222,
36028982,calcium carbonate / magnesium trisilicate,Drug,RxNorm,Multiple Ingredients,1008921,drug_exposure,3,1,0.0015291221309846018,
19036781,calcium chloride,Drug,RxNorm,Ingredient,1901,drug_exposure,1,1,0.0015291221309846018,
19058572,calcium citrate,Drug,RxNorm,Ingredient,47613,drug_exposure,3,1,0.0015291221309846018,
19097867,calcium glubionate,Drug,RxNorm,Ingredient,25806,drug_exposure,26578,7019,10.73290823738092,
19037038,calcium gluconate,Drug,RxNorm,Ingredient,1908,drug_exposure,28673,2637,4.0322950594063949,
19112563,calcium polystyrene sulfonate product,Drug,RxNorm,Ingredient,47630,drug_exposure,6,4,0.0061164885239384072,
1351557,candesartan,Drug,RxNorm,Ingredient,214354,drug_exposure,1515,328,0.50155205896294941,
36030110,candesartan / hydrochlorothiazide,Drug,RxNorm,Multiple Ingredients,284628,drug_exposure,3,2,0.0030582442619692036,
46275677,cangrelor,Drug,RxNorm,Ingredient,1656052,drug_exposure,280,141,0.21560622046882885,
1510417,cannabidiol,Drug,RxNorm,Ingredient,2045371,drug_exposure,4,2,0.0030582442619692036,
1366428,caplacizumab,Drug,RxNorm,Ingredient,2110605,drug_exposure,101,9,0.013762099178861415,
1340128,captopril,Drug,RxNorm,Ingredient,1998,drug_exposure,62941,7014,10.725262626725996,
740275,carbamazepine,Drug,RxNorm,Ingredient,2002,drug_exposure,4207,348,0.53213450158264142,
36030184,carbidopa / entacapone / levodopa,Drug,RxNorm,Multiple Ingredients,404786,drug_exposure,13,3,0.0045873663929538056,
36029225,carbidopa / levodopa,Drug,RxNorm,Multiple Ingredients,103990,drug_exposure,4242,144,0.22019358686178264,
19040606,carbimazole,Drug,RxNorm,Ingredient,2020,drug_exposure,12,4,0.0061164885239384072,
19055217,carbomer,Drug,RxNorm,Ingredient,235535,drug_exposure,2107,82,0.12538801474073735,
1344905,carboplatin,Drug,RxNorm,Ingredient,40048,drug_exposure,33,20,0.030582442619692035,
949279,carboxymethylcellulose,Drug,RxNorm,Ingredient,2062,drug_exposure,9,1,0.0015291221309846018,
42873638,carfilzomib,Drug,RxNorm,Ingredient,1302966,drug_exposure,4,2,0.0030582442619692036,
1350066,carmustine,Drug,RxNorm,Ingredient,2105,drug_exposure,10,10,0.015291221309846018,
19050104,carnitine,Drug,RxNorm,Ingredient,2106,drug_exposure,64,5,0.0076456106549230088,
950370,carteolol,Drug,RxNorm,Ingredient,2116,drug_exposure,1,1,0.0015291221309846018,
1346823,carvedilol,Drug,RxNorm,Ingredient,20352,drug_exposure,2515,334,0.51072679174885693,
779055,casirivimab / imdevimab,Drug,RxNorm,Multiple Ingredients,2557234,drug_exposure,41,39,0.059635763108399471,
1718054,caspofungin,Drug,RxNorm,Ingredient,140108,drug_exposure,349,36,0.05504839671544566,
